,parent_tweet,id,classification
292,DETAILS: The hostage site is Lindt Chocolat Cafe near Sydney Harbor,544306124124860416,comment
293,so.. Instead of helping you took a picture for profit?,525014151161081856,comment
294,BREAKING: At least two people have died following the SydneySiege.  people are being treated by paramedics.,544519563308580864,comment
295,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn cdnpoli,524924021608284160,query
296,"Wait, so why didn't we shoot down the ARMED (white) men who shot up theaters and schools?",500315069142405120,comment
297,that's an account FROM THE STL CO POLICE CHIEF,500405868244910081,query
298,",, square mile gun-free zone... | MT ""More shots fired just off Parliament Hill..."" gunowners",524940069942358016,comment
299,"wow, what an asinine remark. They went for a PR scoop and fucked it, now they're scrambling to fix it. Seems smart",544344866285576193,comment
300,"Name of Ferguson cop is expected to be released by  ET, police chief says: (J.B. Forbes, AP)",500270734934282240,comment
301,Up to  held hostage in Sydney Lindt Cafe siege,544291860425232384,comment
302,oh please even if he jacked the cop up they have other weapons besides a gun,500358464325947393,query
303,Incorrect. Was on sick person call &amp; then driving came across Brown &amp; friend walking &amp; asked they get off the road,500478671451586560,support
304,"Local media:  people appear to escape from Martin Place, Sydney, café, amid hostage situation -",544367318193930240,comment
305,This is the soldier who died today at the Ottawa War Memorial. His name is Cpl. Nathan Cirillo. RIP OttawaStrong,525053884029763585,comment
306,Here's the police report. Somehow Ferguson cops valued a box of Swishers at nearly $. Time to stop smokin I guess,500297800354377730,comment
307,The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,544311848615432194,support
308,RIPNathanCirillo RT Soldier killed at war memorial identified as Cpl. Nathan Cirillo OttawaShooting,525032806288601088,comment
309,The last person killed in Charlie Hebdo attacks was Muslim police officer,553203171674181634,query
310,very helpful why would you tweet that!!??,524941965012795393,comment
311,"No, it hasn't.",544342454938243072,comment
312,"Hobby Lobby asks Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",500460605686677504,comment
313,Breaking: Gunman at Paris store threatens to kill hostages if CharlieHebdo suspects are harmed.,553577721939251201,deny
314,Dorian Johnson just confirmed it was them. What now? blackdenial,500395360125464576,comment
315,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,524971350881218560,comment
316,So Canada's strict gun control policies have failed,524930854335053824,deny
317,lmap research before tweeting? pfft if anything this entire mess had showed research is the last thing people use,500303880820117504,support
318,"RT R.I.P. Ahmed Merabet, a French Muslim Cop, first victim of CharlieHebdo attack",553004470440058881,comment
319,It is a separate incident but the same terrorist cell?,553560292635189248,comment
320,in less than  hrs his headband will really be telling the tuuth..LOL!,544317774495875072,comment
321,They didn't say who fired the shots in the car. The fact is we've only heard one side.,500407281486663680,comment
322,"Suspects in CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP.",553693040649334785,comment
323,"ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead OttawaShooting suspect. Canada",525022456059547648,query
324,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display News,544414074906222593,deny
325,Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least  injured -,525030609757151232,support
326,"I think that what they are doing around the world is ""sensational"". It's about time we matched it.",524970408479850496,comment
327,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (liztilley),544277972597755904,comment
328,.jashsf I've been in Ferguson Market and it looks exactly like where the alleged robber was standing.,500318081617367040,query
329,BS. NO other religion teaches that it's great to kill everyone else for whatever stupid reason islamics do,552816726144864258,comment
330,UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in CharlieHebdo shooting - Reports,553550000584540160,comment
331,True. But I hear there was a similar incident this past Monday. Is that correct? That makes me think its low level terrorism,524996070972358656,comment
332,"I never called uber PT. Everyone is having a go at Uber but not PT... We own it,we shouldn't have to pay in desperate times",544341522213134336,comment
333,"At least  killed in today's attack on satirical magazine CharlieHebdo in Paris, official says.",552806316855799808,comment
334,"One person shot outside Centre Block, a second wounded inside the building in Parliament Hill shooting",524928355016396800,comment
335,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. sydneyseige,544452319904272385,support
336,Charlie Hebdo shooting latest:  dead and gunmen still at large,552804602702475265,comment
337,Approximately  hostages may be held captive at Lindt café – local reports sydneysiege,544309574107693056,comment
338,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,554247300738854912,support
339,BREAKING: French police tell AP suspects in CharlieHebdo attack have taken a hostage northeast of Paris.,553486598328041472,comment
340,another Israeli false flag operation? This is what Abbott had been PRAYING for.,544345462564999169,support
341,u r not getting my point -monsters must be penalized. But entire society need to be responsible and not provoke monsters,552816063369326592,comment
342,RIPNathanCirillo RT Soldier killed at war memorial identified as Cpl. Nathan Cirillo OttawaShooting,525046262467293184,comment
343,The last person killed in Charlie Hebdo attacks was Muslim police officer,553203187533230080,comment
344,So what? The police still have to work within the confines of the law even if others do not.,500398105162821634,comment
345,URGENT: Darren Wilson is the police officer who shot Mike Brown Ferguson,500281543823458304,comment
346,"UPDATE:  people being held hostage in Sydney shop, Opera House evacuated after suspicious package found: reports",544300909035937793,comment
347,BREAKING: At least two people have died following the SydneySiege.  people are being treated by paramedics.,544520376722927616,comment
348,avnt they shot him yet,544391921506852865,comment
349,At least  dead in the Paris shooting. Updated story and background info: CharlieHebdo,552811563917123584,support
350,People like you and these things that you say are what keep people like me (the establishment) laughing,544349387741495296,comment
351,there are times we shld put our stupidness aside nd be feel bad fr wats happening at the moment...!!!!,524960426132791296,comment
352,Update - AFP: an unnamed police source says the killing of the policewoman in Paris on Thursday is linked to the CharlieHebdo attack,553516393791238145,comment
353,"when u spew racism,hate of us blks&amp;Potus u shw slvs",499533154219474944,comment
354,Police confirm that sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds,544520377162952704,comment
355,"SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with Abbott’ – report",544330788201050113,comment
356,"I would like to be paid for it, on account of being a journalist.",524940813089144833,comment
357,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach:,553583385005006850,comment
358,Photos of alleged robbery involving Michael Brown in Ferguson (via police),500296225678045184,query
359,FIRST PHOTOS: Hostage pressed against a window. SydneySiege,544534375577423872,comment
360,BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources),553589974369845248,comment
361,You are a mad cunt go fuck yourself,552806009157464064,comment
362,Police taking people out of Paris grocery where hostages were being held.,553589677433712640,support
363,"BREAKING NEWS: According to documents released to the press, MikeBrown was connected to an earlier robbery Ferguson",500283406962663424,query
364,"Assassins did recon, knew victim names/faces, according to witnesses.",552811152456318976,comment
365,At least  dead in the Paris shooting. Updated story and background info: CharlieHebdo,552813011338285056,support
366,"It's abt being fearful something bad could happen to you. A little kid is not reasonable fear. A dude taller than u, yes",500324120689930241,comment
367,Speaking of,553553247953514496,query
368,"Only time I was in France, traveled from Switzerland to the UK. Dirty country, terrible roads. People jammed together. Won't visit",552805269441622017,comment
